docks,id,lat,lon,name
28,BikePoints_790,51.541793,-0.00481,"Stratford Station, Stratford"
42,BikePoints_792,51.505461,-0.10454,"Blackfriars Road, Southwark"
28,BikePoints_793,51.528279,-0.119558,"Cromer Street, Bloomsbury"
28,BikePoints_794,51.474567,-0.12458,"Lansdowne Way Bus Garage, Stockwell"
28,BikePoints_795,51.527566,-0.134849,"Melton Street, Euston"
29,BikePoints_796,51.524,-0.126409,"Coram Street, Bloomsbury"
30,BikePoints_797,51.5293,-0.128279,"Ossulston Street, Somers Town"
27,BikePoints_798,51.530199,-0.122299,"Birkenhead Street, King's Cross"
24,BikePoints_799,51.497698,-0.137598,"Kings Gate House, Westminster"
30,BikePoints_800,51.481121,-0.149035,"Sopwith Way, Battersea Park"
29,BikePoints_801,51.505224,-0.098031,"Lavington Street, Bankside"
32,BikePoints_802,51.47659,-0.118256,"Albert Square, Stockwell"
23,BikePoints_803,51.505409,-0.098341,"Southwark Street, Bankside"
27,BikePoints_804,51.534667,-0.125078,"Good's Way, King's Cross"
27,BikePoints_805,51.520069,-0.206338,"Bevington Road, North Kensington"
27,BikePoints_806,51.53724,-0.124807,"Handyside Street, King's Cross"
24,BikePoints_807,51.5212,-0.208888,"Bevington Road West, North Kensington"
33,BikePoints_808,51.473486,-0.122555,"Stockwell Roundabout, Stockwell"
28,BikePoints_809,51.516277,-0.118272,"Lincoln's Inn Fields, Holborn"
30,BikePoints_810,51.506725,-0.098807,"Tate Modern, Bankside"
36,BikePoints_811,51.505703,-0.027772,"Westferry Circus, Canary Wharf"
28,BikePoints_812,51.548731,-0.022606,"Here East North, Queen Elizabeth Olympic Park"
37,BikePoints_813,51.487807,-0.122759,"New Spring Gardens Walk, Vauxhall"
30,BikePoints_814,51.471433,-0.12367,"Clapham Road, Lingham Street, Stockwell"
35,BikePoints_815,51.500089,-0.116628,"Lambeth Palace Road, Waterloo"
28,BikePoints_816,51.546532,-0.020597,"Here East South, Queen Elizabeth Olympic Park"
26,BikePoints_817,51.481335,-0.138212,"Riverlight South, Nine Elms"
13,BikePoints_818,51.503127,-0.078655,"One Tower Bridge, Bermondsey"
38,BikePoints_819,51.50621,-0.114842,"Belvedere Road 2, South Bank"
24,BikePoints_820,51.492807,-0.091938,"Victory Place, Walworth"
26,BikePoints_821,51.483507,-0.147714,"Battersea Power Station, Battersea Park"
